Gene1,Gene2
BRD4,TMEM129
BRD4,TMEM17
BRD4,TMEM185B
BRD4,TMPO-AS1
BRD4,TNFRSF1A
BRD4,TNKS1BP1
BRD4,TNS4
BRD4,TOMM20L
BRD4,TOP2A
BRD4,TP53I3
BRD4,TPM2
BRD4,TRAM1
BRD4,TRAM1L1
BRD4,TRIM21
BRD4,TRIM29
BRD4,TRIM68
BRD4,TRMT2A
BRD4,TSR3
BRD4,TUBA1B
BRD4,TUSC1
BRD4,U2AF1L4
BRD4,UBC
BRD4,UBE2M
BRD4,UBXN1
BRD4,USF1
BRD4,VPS28
BRD4,VSX1
BRD4,VTI1B
BRD4,VWA7
BRD4,WT1
BRD4,XBP1
BRD4,YIPF3
BRD4,ZBTB17
BRD4,ZBTB3
BRD4,ZDHHC11B
BRD4,ZFP36L2
BRD4,ZMAT1
BRD4,ZNF219
BRD4,ZNF385A
BRD4,ZNF558
BRD4,ZNF579
BRD4,ZNF688
BRD4,ZNF768
BRD4,ZNF837
BRD4,ZNRF3-AS1
BRD4,ZWINT
BRD4,ZXDA
CBX8,FLT4
CBX8,FOXD1
CBX8,GATA6-AS1
CEBPB,A1CF
CEBPB,ABCG4
CEBPB,ABHD11
CEBPB,ACAP3
CEBPB,ACSS1
CEBPB,ACTB
CEBPB,ADAMTSL4-AS1
CEBPB,ADAP1
CEBPB,AGA
CEBPB,AGPAT1
CEBPB,AGR2
CEBPB,AHCY
CEBPB,AJUBA
CEBPB,AKR1B1
CEBPB,AKT1S1
CEBPB,ALDH3A1
CEBPB,AMBP
CEBPB,ANAPC13
CEBPB,ANKRD22
CEBPB,ANPEP
CEBPB,AQP3
CEBPB,ARHGDIB
CEBPB,ARX
CEBPB,ASPM
CEBPB,AURKB
CEBPB,BCAP31
CEBPB,BCL2L10
CEBPB,BMF
CEBPB,BMS1P17
CEBPB,BMS1P4
CEBPB,C12orf50
CEBPB,C16orf89
CEBPB,C1R
CEBPB,C3
CEBPB,CA12
CEBPB,CACNB1
CEBPB,CALCOCO1
CEBPB,CAPN8
CEBPB,CARD9
CEBPB,CASP9
CEBPB,CCK
CEBPB,CCT3
CEBPB,CDH16
CEBPB,CDK20
CEBPB,CELF6
CEBPB,CFP
CEBPB,CHKA
CEBPB,CHRNA9
CEBPB,CITED2
CEBPB,CITED4
CEBPB,CLDN7
CEBPB,CLEC4G
CEBPB,CLU
CEBPB,CLUH
CEBPB,COL11A1
CEBPB,COL5A2
CEBPB,COL7A1
CEBPB,COX7A2
CEBPB,CPS1
CEBPB,CRH
CEBPB,CSRNP1
CEBPB,CSRP1
CEBPB,CST3
CEBPB,CTD-2350J17.1
CEBPB,CTSD
CEBPB,CYBA
CEBPB,CYP24A1
CEBPB,CYP26B1
CEBPB,CYP2D6
CEBPB,DAD1
CEBPB,DAW1
CEBPB,DBP
CEBPB,DCTPP1
CEBPB,DGAT1
CEBPB,DHCR24
CEBPB,DHCR7
CEBPB,DHX58
CEBPB,DLGAP1-AS4
CEBPB,DLX1
CEBPB,DMKN
CEBPB,DNAJB1
CEBPB,DNAJC19
CEBPB,DOCK4
CEBPB,DPP7
CEBPB,DYRK1B
CEBPB,E2F2
CEBPB,EEF2
CEBPB,EFEMP1
CEBPB,EMP2
CEBPB,ENO1
CEBPB,EOMES
CEBPB,EPHB6
CEBPB,ERH
CEBPB,ETNK2
CEBPB,FAM171A2
CEBPB,FAM180B
CEBPB,FAM86B1
CEBPB,FAM86B2
CEBPB,FASN
CEBPB,FCGBP
CEBPB,FKBP5
CEBPB,FN1
CEBPB,FRMD3
CEBPB,FZD5
CEBPB,G6PD
CEBPB,GABARAP
CEBPB,GALNT18
CEBPB,GBGT1
CEBPB,GBP2
CEBPB,GCLC
CEBPB,GDF9
CEBPB,GPATCH3
CEBPB,GPX2
CEBPB,GRIN2C
CEBPB,GSG1
CEBPB,GSK3A
CEBPB,GSR
CEBPB,GTPBP6
CEBPB,GUCA1B
CEBPB,GUCD1
CEBPB,HJURP
CEBPB,HM13-AS1
CEBPB,HMGCLL1
CEBPB,HMGCS1
CEBPB,HNRNPA0
CEBPB,HNRNPH1
CEBPB,HNRNPL
CEBPB,HOXA5
CEBPB,HOXB13
CEBPB,HSPA13
CEBPB,HSPA6
CEBPB,IGFBP3
CEBPB,IGSF11
CEBPB,IGSF8
CEBPB,INPP4B
CEBPB,INTS5
CEBPB,IRF2BP1
CEBPB,ITGA7
CEBPB,KAZN
CEBPB,KCNJ1
CEBPB,KIAA0930
CEBPB,KIFC3
CEBPB,KIRREL3
CEBPB,KLF9
CEBPB,KRT8
CEBPB,KRT81
CEBPB,KTI12
CEBPB,LAD1
CEBPB,LAIR1
CEBPB,LAMA5
CEBPB,LAPTM4A
CEBPB,LIMD2
CEBPB,LINC00111
CEBPB,LIPE
CEBPB,LMTK3
CEBPB,LONP1
CEBPB,LOX
CEBPB,LRCH2
CEBPB,LRRC59
CEBPB,LTBP3
CEBPB,MAN2C1
CEBPB,MAP4K2
CEBPB,MCL1
CEBPB,MED20
CEBPB,MFGE8
CEBPB,MGAT1
CEBPB,MICALL2
CEBPB,MIR22HG
CEBPB,MIR24-2
CEBPB,MIR3193
CEBPB,MIR3198-2
CEBPB,MIR3682
CEBPB,MMP19
CEBPB,MRPL16
CEBPB,MRPS15
CEBPB,MS4A8
CEBPB,MST1L
CEBPB,MST1R
CEBPB,MTMR11
CEBPB,MYL2
CEBPB,MYO1A
CEBPB,MZF1
CEBPB,NAMPT
CEBPB,NDUFA4L2
CEBPB,NHLRC1
CEBPB,NOD2
CEBPB,NOL6
CEBPB,NPTX1
CEBPB,NPY1R
CEBPB,NR1D1
CEBPB,NSUN5P2
CEBPB,NSUN6
CEBPB,NT5C
CEBPB,NTRK3
CEBPB,NTSR2
CEBPB,NUDT18
CEBPB,NUPR1
CEBPB,OPALIN
CEBPB,OPLAH
CEBPB,OSR1
CEBPB,OTOR
CEBPB,P2RY1
CEBPB,P4HB
CEBPB,PALM3
CEBPB,PAN2
CEBPB,PARP12
CEBPB,PARS2
CEBPB,PCDH1
CEBPB,PCGF1
CEBPB,PDIA4
CEBPB,PFN1
CEBPB,PGM5P2
CEBPB,PJA1
CEBPB,PLCD1
CEBPB,PLEC
CEBPB,PLIN1
CEBPB,PLTP
CEBPB,PLXNB1
CEBPB,PPP1R3C
CEBPB,PPP1R9B
CEBPB,PRAF2
CEBPB,PRDX1
CEBPB,PSAP
CEBPB,PSMC3IP
CEBPB,PTGR1
CEBPB,PTHLH
CEBPB,PXMP4
CEBPB,PYCR1
CEBPB,RAB11B-AS1
CEBPB,RABAC1
CEBPB,RHOXF1
CEBPB,RND2
CEBPB,RPL8
CEBPB,RPP25L
CEBPB,RPS16
CEBPB,RRBP1
CEBPB,RTN2
CEBPB,RUNX3
CEBPB,S100A10
CEBPB,S100A6
CEBPB,SAYSD1
CEBPB,SCT
CEBPB,SDC4
CEBPB,SEC61G
CEBPB,SEMA4C
CEBPB,SEMA6B
CEBPB,SERP2
CEBPB,SERPINB13
CEBPB,SERTAD1
CEBPB,SF3B4
CEBPB,SF3B5
CEBPB,SFTPB
CEBPB,SH3GLB2
CEBPB,SHE
CEBPB,SHF
CEBPB,SHOX2
CEBPB,SIGMAR1
CEBPB,SKIDA1
CEBPB,SLC1A5
CEBPB,SLC22A11
CEBPB,SLC2A6
CEBPB,SLC35A2
CEBPB,SLC40A1
CEBPB,SLC45A4
CEBPB,SLC5A6
CEBPB,SLC7A11
CEBPB,SLC7A5
CEBPB,SLIT3
CEBPB,SNAI3
CEBPB,SNORA70B
CEBPB,SNORA75
CEBPB,SNORD3D
CEBPB,SOX17
CEBPB,SP7
CEBPB,SPATA41
CEBPB,SPON2
CEBPB,SPRY2
CEBPB,SRI
CEBPB,SRSF2
CEBPB,ST3GAL1
CEBPB,ST6GALNAC1
CEBPB,ST6GALNAC4
CEBPB,STAU2-AS1
CEBPB,STC2
CEBPB,STRA6
CEBPB,STX10
CEBPB,SURF4
CEBPB,SYBU
CEBPB,TEP1
CEBPB,TFPI2
CEBPB,TFPT
CEBPB,TGFB3
CEBPB,TIMM13
CEBPB,TJP3
CEBPB,TLE3
CEBPB,TM4SF1
CEBPB,TMEM205
CEBPB,TMPO-AS1
CEBPB,TNFRSF1A
CEBPB,TNKS1BP1
CEBPB,TOB2P1
CEBPB,TOMM20L
CEBPB,TRIAP1
CEBPB,TRIM29
CEBPB,TRIM47
CEBPB,TUBA1B
CEBPB,TUSC2
CEBPB,U2AF1L4
CEBPB,UBC
CEBPB,UBXN1
CEBPB,VCAN-AS1
CEBPB,VSX1
CEBPB,WIF1
CEBPB,WNT11
CEBPB,WT1
CEBPB,XBP1
CEBPB,XKRX
CEBPB,ZFP36L2
CEBPB,ZMAT1
CEBPB,ZNF154
CEBPB,ZNF219
CEBPB,ZNF385A
CEBPB,ZNF414
CEBPB,ZNF558
CEBPB,ZNF579
CEBPB,ZNF688
CEBPB,ZNF750
CEBPB,ZNRF3-AS1
CEBPB,ZSCAN18
CEBPB,ZXDA
CHD1,A1CF
CHD1,ACTB
CHD1,ACTG1
CHD1,BRAT1
CHD1,C6orf62
CHD1,CASP9
CHD1,CCT3
CHD1,CFL1
CHD1,CYP24A1
CHD1,DAD1
CHD1,DNAJB1
CHD1,DYRK1B
CHD1,ENO1
CHD1,FN1
CHD1,GSR
CHD1,HINT2
CHD1,HM13-AS1
CHD1,HMGCS1
CHD1,HNRNPH1
CHD1,HNRNPL
CHD1,IRF2BP1
CHD1,KRT8
CHD1,LDHB
CHD1,LRRC59
CHD1,MAN2C1
CHD1,MBNL1-AS1
CHD1,MCL1
CHD1,MSMP
CHD1,NOL6
CHD1,NR1D1
CHD1,NSUN6
CHD1,NT5C
CHD1,PDIA6
CHD1,PFN1
CHD1,POLR2L
CHD1,PRDX1
CHD1,PSMC3IP
CHD1,RABGGTA
CHD1,SKIDA1
CHD1,SLC10A3
CHD1,SLC1A5
CHD1,SLC39A4
CHD1,SRSF2
CHD1,SYVN1
CHD1,UBC
CHD2,ABHD11
CHD2,AGA
CHD2,AHCY
CHD2,AKT1S1
CHD2,ARFIP2
CHD2,AURKAIP1
CHD2,BCAP31
CHD2,BMS1P17
CHD2,C20orf96
CHD2,DEDD2
CHD2,DLX1
CHD2,DUS1L
CHD2,ENO1
CHD2,GCLC
CHD2,HNRNPL
CHD2,JUN
CHD2,LENG9
CHD2,MIR22HG
CHD2,MTCH1
CHD2,NCL
CHD2,P4HB
CHD2,PKMYT1
CHD2,PRDX1
CHD2,RHOC
CHD2,SERTAD3
CHD2,SLC39A1
CHD2,SNORD3D
CHD2,SPSB2
CHD2,STK25
CHD2,TERC
CHD2,TFPT
CHD2,THAP7
CHD2,TMEM160
CHD2,TOP2A
CHD2,TSPYL5
CHD2,UBC
CHD2,ZNF219
CHD2,ZNF414
CHD4,AHCY
CHD4,CLU
CHD4,GTPBP6
CHD4,IRF2BP1
CHD4,OSCAR
CHD4,PPP1R9B
CHD4,SLC38A10
CHD7,HECTD3
CHD7,UBC
CHUK,GTPBP6
CREB1,AAMP
CREB1,ABCA2
CREB1,ABCC9
CREB1,ABHD11
CREB1,ABHD17A
CREB1,ACAA2
CREB1,ACAP3
CREB1,ACHE
CREB1,ACOT6
CREB1,ACSS1
CREB1,ACTB
CREB1,ACTG1
CREB1,ACTR1B
CREB1,ACTRT3
CREB1,ADAMTSL4-AS1
CREB1,ADAP1
CREB1,AGA
CREB1,AGPAT1
CREB1,AHCY
CREB1,AHNAK
CREB1,AJUBA
CREB1,AKR1B1
CREB1,AKT1S1
CREB1,ALDH3A1
CREB1,AMBP
CREB1,AMOT
CREB1,ANAPC13
CREB1,ANKRD20A8P
CREB1,ANPEP
CREB1,AP1G2
CREB1,AP4B1
CREB1,APBB1
CREB1,APBB3
CREB1,APLN
CREB1,AQP2
CREB1,ARFIP2
CREB1,ARHGAP31-AS1
CREB1,ARHGAP4
CREB1,ARHGDIA
CREB1,ARHGEF19
CREB1,ARSA
CREB1,ARVCF
CREB1,ARX
CREB1,ASB6
CREB1,ASPM
CREB1,ATP13A1
CREB1,AURKAIP1
CREB1,AURKB
CREB1,B4GALNT1
CREB1,B9D2
CREB1,BCAP31
CREB1,BEST4
CREB1,BMF
CREB1,BMS1P1
CREB1,BMS1P17
CREB1,BOLL
CREB1,BOP1
CREB1,BRAT1
CREB1,BRMS1
CREB1,C16orf89
CREB1,C1QL4
CREB1,C1orf216
CREB1,C1orf74
CREB1,C20orf96
CREB1,C2CD4B
CREB1,C3orf18
CREB1,C6orf62
CREB1,C7orf25
CREB1,CA12
CREB1,CACNB1
CREB1,CALCOCO1
CREB1,CASP9
CREB1,CCDC102A
CREB1,CCDC74B
CREB1,CCDC78
CREB1,CCDC96
CREB1,CCK
CREB1,CCNO
CREB1,CCR10
CREB1,CCT3
CREB1,CDC20B
CREB1,CDH15
CREB1,CDK20
CREB1,CDK2AP1
CREB1,CDKN1C
CREB1,CDX2
CREB1,CELF6
CREB1,CENPE
CREB1,CFL1
CREB1,CHCHD2
CREB1,CHKA
CREB1,CHPF
CREB1,CIB1
CREB1,CIB2
CREB1,CITED2
CREB1,CITED4
CREB1,CKB
CREB1,CLDN3
CREB1,CLPTM1L
CREB1,CLU
CREB1,CLUH
CREB1,CNFN
CREB1,COL11A1
CREB1,COL1A1
CREB1,COL7A1
CREB1,CORO6
CREB1,COX7A2
CREB1,CPS1
CREB1,CRABP2
CREB1,CRH
CREB1,CSRNP1
CREB1,CSRP1
CREB1,CST3
CREB1,CTRL
CREB1,CTSB
CREB1,CTSD
CREB1,CTSF
CREB1,CYB5R2
CREB1,CYBA
CREB1,CYP24A1
CREB1,CYP26B1
CREB1,DAD1
CREB1,DBP
CREB1,DCTPP1
CREB1,DDT
CREB1,DEDD2
CREB1,DENND2D
CREB1,DERL3
CREB1,DGAT1
CREB1,DGKQ
CREB1,DHCR24
CREB1,DHCR7
CREB1,DHRS1
CREB1,DHRS13
CREB1,DHX58
CREB1,DLGAP1-AS4
CREB1,DLX1
CREB1,DMKN
CREB1,DNAAF3
CREB1,DNAJB1
CREB1,DNAJC19
CREB1,DND1
CREB1,DNLZ
CREB1,DNM1P35
CREB1,DOCK4
CREB1,DPAGT1
CREB1,DPP7
CREB1,DTYMK
CREB1,DUS1L
CREB1,DUSP7
CREB1,DVL1
CREB1,DYRK1B
CREB1,E2F1
CREB1,E2F2
CREB1,EEF2
CREB1,EFEMP1
CREB1,EFEMP2
CREB1,EGFR-AS1
CREB1,EIF6
CREB1,ELP6
CREB1,EMP2
CREB1,ENO1
CREB1,ENTPD2
CREB1,ENTPD8
CREB1,EOMES
CREB1,EPB41L4A
CREB1,EPHB6
CREB1,ERH
CREB1,ETNK2
CREB1,EXTL3-AS1
CREB1,EZR
CREB1,F12
CREB1,FADS3
CREB1,FAM161B
CREB1,FAM171A2
CREB1,FAM86B1
CREB1,FAM86B2
CREB1,FASN
CREB1,FASTK
CREB1,FAU
CREB1,FBXL14
CREB1,FBXL6
CREB1,FBXO2
CREB1,FCGBP
CREB1,FCHSD1
CREB1,FGFBP3
CREB1,FGFR1
CREB1,FHL3
CREB1,FIBP
CREB1,FIS1
CREB1,FIZ1
CREB1,FKBP5
CREB1,FLNA
CREB1,FLT4
CREB1,FN1
CREB1,FOXD1
CREB1,FRMD3
CREB1,FSTL4
CREB1,FUCA1
CREB1,FZD5
CREB1,G6PD
CREB1,GABARAP
CREB1,GADD45GIP1
CREB1,GALK1
CREB1,GALNT18
CREB1,GAMT
CREB1,GATA2
CREB1,GBX2
CREB1,GCLC
CREB1,GDF9
CREB1,GP6
CREB1,GPANK1
CREB1,GPATCH3
CREB1,GPR83
CREB1,GPX2
CREB1,GRIN2C
CREB1,GSG1
CREB1,GSK3A
CREB1,GSR
CREB1,GSTM3
CREB1,GTPBP6
CREB1,GUCD1
CREB1,HAUS7
CREB1,HDHD3
CREB1,HECTD3
CREB1,HES4
CREB1,HES7
CREB1,HEY1
CREB1,HEY2
CREB1,HIF1A-AS1
CREB1,HINT2
CREB1,HLA-B
CREB1,HLA-DMA
CREB1,HM13-AS1
CREB1,HMGCLL1
CREB1,HMGCS1
CREB1,HNRNPA0
CREB1,HNRNPH1
CREB1,HNRNPL
CREB1,HOTAIR
CREB1,HOXA5
CREB1,HOXB5
CREB1,HOXB8
CREB1,HPCA
CREB1,HR
CREB1,HSD17B14
CREB1,HSPA13
CREB1,HSPA6
CREB1,HTR1D
CREB1,HYI
CREB1,HYOU1
CREB1,ICAM3
CREB1,ICAM5
CREB1,IFI27L2
CREB1,IGDCC4
CREB1,IGFBP3
CREB1,IGSF11
CREB1,IGSF8
CREB1,IL7
CREB1,IMPDH1
CREB1,INPP4B
CREB1,INTS5
CREB1,IQUB
CREB1,IRF2BP1
CREB1,IRF7
CREB1,IRX2
CREB1,ISOC2
CREB1,JUN
CREB1,KAZN
CREB1,KBTBD4
CREB1,KCNH2
CREB1,KCNJ11
CREB1,KCNJ8
CREB1,KCTD14
CREB1,KIAA0930
CREB1,KIFC3
CREB1,KIRREL3
CREB1,KLF9
CREB1,KLHL35
CREB1,KRT8
CREB1,KRT81
CREB1,KTI12
CREB1,LAD1
CREB1,LAGE3
CREB1,LAMA5
CREB1,LAMB2
CREB1,LDHB
CREB1,LDHD
CREB1,LENG9
CREB1,LGI3
CREB1,LHX6
CREB1,LIMD2
CREB1,LINC00111
CREB1,LINC00543
CREB1,LINC00574
CREB1,LINC00677
CREB1,LIPE
CREB1,LMF2
CREB1,LMTK3
CREB1,LONP1
CREB1,LOX
CREB1,LOXL1-AS1
CREB1,LOXL4
CREB1,LRPAP1
CREB1,LRRC24
CREB1,LRRC59
CREB1,LRRC71
CREB1,LSM10
CREB1,LTB
CREB1,LTBP3
CREB1,LY6D
CREB1,LYNX1
CREB1,LYST
CREB1,MAD2L2
CREB1,MAML2
CREB1,MAN2C1
CREB1,MAPK12
CREB1,MARCKSL1
CREB1,MATN1-AS1
CREB1,MCAT
CREB1,MCIDAS
CREB1,MCL1
CREB1,MCOLN3
CREB1,MCRS1
CREB1,MFGE8
CREB1,MGAT1
CREB1,MGAT4B
CREB1,MICAL1
CREB1,MICALL2
CREB1,MIR22HG
CREB1,MIR3193
CREB1,MKI67
CREB1,MLF2
CREB1,MROH5
CREB1,MROH6
CREB1,MRPL16
CREB1,MRPL28
CREB1,MRPS15
CREB1,MST1L
CREB1,MST1R
CREB1,MTCH1
CREB1,MTMR11
CREB1,MUC1
CREB1,MUL1
CREB1,NAMPT
CREB1,NAP1L5
CREB1,NAPSA
CREB1,NAT9
CREB1,NBEAP1
CREB1,NCL
CREB1,NCOR2
CREB1,NDUFA4L2
CREB1,NHLRC1
CREB1,NIPSNAP3B
CREB1,NKX3-1
CREB1,NKX6-1
CREB1,NOL6
CREB1,NOP10
CREB1,NOTUM
CREB1,NPDC1
CREB1,NPTX1
CREB1,NPY1R
CREB1,NR1D1
CREB1,NR2C2AP
CREB1,NR2F6
CREB1,NRARP
CREB1,NRN1
CREB1,NSMF
CREB1,NSUN6
CREB1,NT5C
CREB1,NTN5
CREB1,NTRK3
CREB1,NTSR2
CREB1,NUDT18
CREB1,NUDT8
CREB1,OGDHL
CREB1,OPLAH
CREB1,OSBPL7
CREB1,OSCAR
CREB1,OXLD1
CREB1,P4HB
CREB1,PARD6G
CREB1,PARS2
CREB1,PCBP4
CREB1,PCDH1
CREB1,PCDH9
CREB1,PCDHA1
CREB1,PCDHGA7
CREB1,PCGF1
CREB1,PCYT2
CREB1,PDAP1
CREB1,PDIA4
CREB1,PDIA6
CREB1,PDZD11
CREB1,PDZD9
CREB1,PFN1
CREB1,PGM5P2
CREB1,PIGH
CREB1,PIK3IP1
CREB1,PJA1
CREB1,PKMYT1
CREB1,PLAG1
CREB1,PLCD1
CREB1,PLCXD3
CREB1,PLD6
CREB1,PLEC
CREB1,PLTP
CREB1,PLXNB2
CREB1,PLXND1
CREB1,POFUT2
CREB1,POLD2
CREB1,POLM
CREB1,POLR2I
CREB1,POLR2J
CREB1,POLR2L
CREB1,POLRMT
CREB1,POMGNT1
CREB1,POP5
CREB1,PPP1CA
CREB1,PPP1R3C
CREB1,PPP1R9B
CREB1,PRAF2
CREB1,PRDX1
CREB1,PRR7-AS1
CREB1,PRRT4
CREB1,PRSS27
CREB1,PSAP
CREB1,PSG8
CREB1,PSMB8
CREB1,PSMC3IP
CREB1,PSMG4
CREB1,PTGES
CREB1,PTGES2
CREB1,PTGR1
CREB1,PTHLH
CREB1,PTK6
CREB1,PXMP4
CREB1,PYCARD
CREB1,PYCR1
CREB1,R3HDM4
CREB1,RAB11B-AS1
CREB1,RAB34
CREB1,RABAC1
CREB1,RABGGTA
CREB1,RAP1GAP
CREB1,RASGRP1
CREB1,RASL10B
CREB1,RBFOX3
CREB1,RECQL4
CREB1,REEP4
CREB1,RGL2
CREB1,RGS16
CREB1,RGS9BP
CREB1,RHOC
CREB1,RILP
CREB1,RIMS4
CREB1,RIN1
CREB1,RLN2
CREB1,RNASEH2C
CREB1,RNF208
CREB1,ROBO1
CREB1,ROBO3
CREB1,ROPN1
CREB1,RORC
CREB1,RPP25L
CREB1,RPS16
CREB1,RPUSD1
CREB1,RRAD
CREB1,RRBP1
CREB1,RTN2
CREB1,RUNX3
CREB1,S100A10
CREB1,S100A2
CREB1,S100A6
CREB1,SAYSD1
CREB1,SCAND1
CREB1,SCARF1
CREB1,SCN3B
CREB1,SCO2
CREB1,SDC1
CREB1,SDC3
CREB1,SDC4
CREB1,SDK2
CREB1,SEC61G
CREB1,SEMA4C
CREB1,SEMA5B
CREB1,SEMA6C
CREB1,SERF1A
CREB1,SERTAD1
CREB1,SERTAD3
CREB1,SF3B4
CREB1,SF3B5
CREB1,SHF
CREB1,SIRT3
CREB1,SKIDA1
CREB1,SLC10A3
CREB1,SLC12A7
CREB1,SLC19A1
CREB1,SLC1A5
CREB1,SLC22A17
CREB1,SLC25A5-AS1
CREB1,SLC25A6
CREB1,SLC35A2
CREB1,SLC38A10
CREB1,SLC39A1
CREB1,SLC39A4
CREB1,SLC40A1
CREB1,SLC45A4
CREB1,SLC7A11
CREB1,SLC7A5
CREB1,SNAI3
CREB1,SNCB
CREB1,SNORD3D
CREB1,SP6
CREB1,SP7
CREB1,SPATA24
CREB1,SPATA41
CREB1,SPEF1
CREB1,SPINK2
CREB1,SPRY2
CREB1,SPSB2
CREB1,SRI
CREB1,SRSF2
CREB1,ST3GAL1
CREB1,ST6GALNAC4
CREB1,STAU2-AS1
CREB1,STC2
CREB1,STK25
CREB1,STRA6
CREB1,STX10
CREB1,SUMO3
CREB1,SURF4
CREB1,SYBU
CREB1,SYN1
CREB1,SYPL2
CREB1,SYT10
CREB1,SYVN1
CREB1,TAC4
CREB1,TAF10
CREB1,TBR1
CREB1,TBRG4
CREB1,TBX6
CREB1,TEKT4
CREB1,TEP1
CREB1,TERC
CREB1,TFEB
CREB1,TFPI2
CREB1,THBD
CREB1,TIMM13
CREB1,TINF2
CREB1,TJP3
CREB1,TLE3
CREB1,TMC6
CREB1,TMEM120A
CREB1,TMEM129
CREB1,TMEM160
CREB1,TMEM17
CREB1,TMEM185B
CREB1,TMEM200B
CREB1,TMEM59L
CREB1,TNFRSF1A
CREB1,TNK2
CREB1,TNKS1BP1
CREB1,TNS4
CREB1,TOB2P1
CREB1,TOMM20L
CREB1,TOP2A
CREB1,TP53I3
CREB1,TPM2
CREB1,TPRA1
CREB1,TRABD2A
CREB1,TRAM1
CREB1,TRAM1L1
CREB1,TRIM21
CREB1,TRIM29
CREB1,TRIM47
CREB1,TRMT2A
CREB1,TSPAN6
CREB1,TSPYL5
CREB1,TSR3
CREB1,TUBA1B
CREB1,TUBB2A
CREB1,TUBB4A
CREB1,TUBGCP6
CREB1,TUFM
CREB1,TUSC1
CREB1,TUSC2
CREB1,TYK2
CREB1,U2AF1L4
CREB1,UBC
CREB1,UBE2E1-AS1
CREB1,UBXN11
CREB1,UNC5C
CREB1,USF1
CREB1,VGF
CREB1,VPS28
CREB1,VSIG10L
CREB1,VSX1
CREB1,VTI1B
CREB1,VWA7
CREB1,WDR77
CREB1,WIF1
CREB1,WNT10B
CREB1,WNT11
CREB1,WNT7B
CREB1,WT1
CREB1,XIST
CREB1,XKRX
CREB1,YIPF3
CREB1,ZBTB17
CREB1,ZBTB3
CREB1,ZDHHC11B
CREB1,ZFP36L2
CREB1,ZMAT1
CREB1,ZMYND19
CREB1,ZNF132
CREB1,ZNF202
CREB1,ZNF219
CREB1,ZNF296
CREB1,ZNF385A
CREB1,ZNF414
CREB1,ZNF436
CREB1,ZNF467
CREB1,ZNF513
CREB1,ZNF518B
CREB1,ZNF552
CREB1,ZNF558
CREB1,ZNF579
CREB1,ZNF599
CREB1,ZNF671
CREB1,ZNF688
CREB1,ZNF747
CREB1,ZNF768
CREB1,ZNF792
CREB1,ZNF799
CREB1,ZNF837
CREB1,ZNHIT2
CREB1,ZNRF3-AS1
CREB1,ZSCAN18
CREB1,ZWINT
CREB1,ZXDA
CRTC2,ABCA2
CRTC2,ABCC9
CRTC2,ABCG4
CRTC2,ABHD11
CRTC2,ACAP3
CRTC2,ACOT6
CRTC2,ACTG1
CRTC2,ACTR1B
CRTC2,ACY3
CRTC2,ADAP1
CRTC2,ADRA2A
CRTC2,AGA
CRTC2,AHCY
CRTC2,AHNAK
CRTC2,AJUBA
CRTC2,AKR1B1
CRTC2,AKT1S1
CRTC2,ALDH3A1
CRTC2,AMBP
CRTC2,AMOT
CRTC2,AP1G2
CRTC2,AP4B1
CRTC2,APBB1
CRTC2,APBB3
CRTC2,APLN
CRTC2,ARFIP2
CRTC2,ARHGAP31-AS1
CRTC2,ARHGAP4
CRTC2,ARHGDIA
CRTC2,ARX
CRTC2,ASPM
CRTC2,ATP13A1
CRTC2,ATP13A2
CRTC2,AURKB
CRTC2,B4GALNT1
CRTC2,BAIAP2L2
CRTC2,BCL2L10
CRTC2,BMF
CRTC2,BMS1P1
CRTC2,BMS1P17
CRTC2,BOLL
CRTC2,BOP1
CRTC2,BRAT1
CRTC2,BRMS1
CRTC2,C11orf16
CRTC2,C1QL4
CRTC2,C1orf74
CRTC2,C20orf96
CRTC2,C2CD4B
CRTC2,C3orf18
CRTC2,C6orf62
CRTC2,C7orf25
CRTC2,CA12
CRTC2,CALCOCO1
CRTC2,CCDC74B
CRTC2,CCNO
CRTC2,CCR10
CRTC2,CCT3
CRTC2,CDC20B
CRTC2,CDH15
CRTC2,CDK20
CRTC2,CDK2AP1
CRTC2,CDX2
CRTC2,CENPE
CRTC2,CFL1
CRTC2,CHCHD2
CRTC2,CHKA
CRTC2,CIB1
CRTC2,CIB2
CRTC2,CITED2
CRTC2,CITED4
CRTC2,CKB
CRTC2,CLDN3
CRTC2,CLDN7
CRTC2,CLPTM1L
CRTC2,CLU
CRTC2,CLUH
CRTC2,COL1A1
CRTC2,COL7A1
CRTC2,CORO6
CRTC2,COX7A2
CRTC2,CPS1
CRTC2,CRABP2
CRTC2,CSRNP1
CRTC2,CSRP1
CRTC2,CST3
CRTC2,CTSB
CRTC2,CTSZ
CRTC2,CYB5R2
CRTC2,CYBA
CRTC2,CYP24A1
CRTC2,CYP26B1
CRTC2,DBP
CRTC2,DDT
CRTC2,DENND2D
CRTC2,DERL3
CRTC2,DGAT1
CRTC2,DGKQ
CRTC2,DHCR24
CRTC2,DHCR7
CRTC2,DIO3OS
CRTC2,DMKN
CRTC2,DMPK
CRTC2,DNAAF3
CRTC2,DNAJB1
CRTC2,DNAJC19
CRTC2,DND1
CRTC2,DNLZ
CRTC2,DNM1P35
CRTC2,DOC2B
CRTC2,DPAGT1
CRTC2,DPP7
CRTC2,DTYMK
CRTC2,DUS1L
CRTC2,DUSP7
CRTC2,DVL1
