Gene1,Gene2
FOSL2,RPL22
FOSL2,RPL8
FOSL2,RPP25L
FOSL2,RPS16
FOSL2,RRAD
FOSL2,RRBP1
FOSL2,RRP9
FOSL2,RUNX3
FOSL2,RUSC1-AS1
FOSL2,S100A10
FOSL2,S100A2
FOSL2,S100A3
FOSL2,S100A4
FOSL2,S100A6
FOSL2,SBK2
FOSL2,SCAND1
FOSL2,SCT
FOSL2,SDC1
FOSL2,SDC4
FOSL2,SDK2
FOSL2,SDR16C5
FOSL2,SEC61G
FOSL2,SEMA4C
FOSL2,SERTAD1
FOSL2,SERTAD3
FOSL2,SF3B4
FOSL2,SF3B5
FOSL2,SH3GLB2
FOSL2,SHF
FOSL2,SHOX2
FOSL2,SIGMAR1
FOSL2,SIRT3
FOSL2,SKIDA1
FOSL2,SLA2
FOSL2,SLAMF6
FOSL2,SLC10A3
FOSL2,SLC14A1
FOSL2,SLC19A1
FOSL2,SLC1A5
FOSL2,SLC22A11
FOSL2,SLC25A5-AS1
FOSL2,SLC25A6
FOSL2,SLC26A6
FOSL2,SLC35A2
FOSL2,SLC38A10
FOSL2,SLC40A1
FOSL2,SLC45A4
FOSL2,SLC47A2
FOSL2,SLC5A6
FOSL2,SLC7A11
FOSL2,SLC7A5
FOSL2,SLC7A5P2
FOSL2,SLIT3
FOSL2,SMCO3
FOSL2,SNAI3
FOSL2,SNORA70B
FOSL2,SNORD3D
FOSL2,SNORD60
FOSL2,SNORD99
FOSL2,SOX15
FOSL2,SP6
FOSL2,SPATA24
FOSL2,SPATA41
FOSL2,SPEF1
FOSL2,SPON2
FOSL2,SPRY2
FOSL2,SPSB2
FOSL2,SRI
FOSL2,SRSF2
FOSL2,ST3GAL1
FOSL2,ST6GALNAC1
FOSL2,ST6GALNAC6
FOSL2,STARD5
FOSL2,STAU2-AS1
FOSL2,STC2
FOSL2,STK25
FOSL2,STRA6
FOSL2,STX10
FOSL2,SUMO3
FOSL2,SURF4
FOSL2,SYBU
FOSL2,SYN1
FOSL2,SYVN1
FOSL2,TAC4
FOSL2,TAF10
FOSL2,TAF6
FOSL2,TAP1
FOSL2,TBRG4
FOSL2,TEP1
FOSL2,TERC
FOSL2,TFEB
FOSL2,TFF1
FOSL2,TFPI2
FOSL2,TFPT
FOSL2,THAP7
FOSL2,THBD
FOSL2,TIMM13
FOSL2,TIMP2
FOSL2,TINF2
FOSL2,TJP3
FOSL2,TLCD1
FOSL2,TLE3
FOSL2,TM4SF1
FOSL2,TMC6
FOSL2,TMEM120A
FOSL2,TMEM129
FOSL2,TMEM160
FOSL2,TMEM17
FOSL2,TMEM185B
FOSL2,TMEM186
FOSL2,TMEM203
FOSL2,TMEM207
FOSL2,TMEM221
FOSL2,TMEM259
FOSL2,TMEM47
FOSL2,TMEM54
FOSL2,TMEM59L
FOSL2,TMPO-AS1
FOSL2,TNFRSF1A
FOSL2,TNK2
FOSL2,TNKS1BP1
FOSL2,TOB2P1
FOSL2,TOMM20L
FOSL2,TP53I3
FOSL2,TPM2
FOSL2,TPRA1
FOSL2,TPSG1
FOSL2,TRIAP1
FOSL2,TRIM29
FOSL2,TRIM47
FOSL2,TRMT2A
FOSL2,TSPAN6
FOSL2,TSR3
FOSL2,TST
FOSL2,TUBA1B
FOSL2,TUBB2A
FOSL2,TUBGCP6
FOSL2,TUFM
FOSL2,TUSC1
FOSL2,TYK2
FOSL2,U2AF1L4
FOSL2,UBC
FOSL2,UBXN1
FOSL2,UNC5C
FOSL2,USF1
FOSL2,VCAN-AS1
FOSL2,VGF
FOSL2,VPS28
FOSL2,VSIG10L
FOSL2,VSX1
FOSL2,VTI1B
FOSL2,VWA7
FOSL2,WNT11
FOSL2,WNT7B
FOSL2,WT1
FOSL2,XBP1
FOSL2,XKRX
FOSL2,ZBTB17
FOSL2,ZBTB3
FOSL2,ZDHHC11B
FOSL2,ZFP36L2
FOSL2,ZFP57
FOSL2,ZMAT1
FOSL2,ZNF202
FOSL2,ZNF219
FOSL2,ZNF296
FOSL2,ZNF385A
FOSL2,ZNF414
FOSL2,ZNF513
FOSL2,ZNF552
FOSL2,ZNF558
FOSL2,ZNF579
FOSL2,ZNF599
FOSL2,ZNF688
FOSL2,ZNF747
FOSL2,ZNF768
FOSL2,ZNF784
FOSL2,ZNF792
FOSL2,ZNF799
FOSL2,ZNF837
FOSL2,ZNRF3-AS1
FOSL2,ZWINT
FOSL2,ZXDA
FOXA1,ABCA13
FOXA1,ACOT6
FOXA1,ACSS1
FOXA1,ADAMTSL4-AS1
FOXA1,AGA
FOXA1,AGR2
FOXA1,AHCY
FOXA1,AHNAK
FOXA1,AJUBA
FOXA1,ALDH3A1
FOXA1,ALOX12
FOXA1,ALOX15
FOXA1,AMBP
FOXA1,ANPEP
FOXA1,APBB3
FOXA1,ARHGDIA
FOXA1,ARHGDIB
FOXA1,ATP6V1G2
FOXA1,AURKB
FOXA1,BAAT
FOXA1,BATF
FOXA1,BMF
FOXA1,BMS1P1
FOXA1,BMS1P17
FOXA1,C16orf89
FOXA1,C1QTNF1-AS1
FOXA1,CCK
FOXA1,CD200R1
FOXA1,CELF6
FOXA1,CLDN7
FOXA1,CLU
FOXA1,CNFN
FOXA1,COL10A1
FOXA1,COL17A1
FOXA1,COL1A1
FOXA1,COL5A2
FOXA1,COL7A1
FOXA1,COLCA1
FOXA1,CPS1
FOXA1,CSRNP1
FOXA1,CSRP1
FOXA1,CTSB
FOXA1,CTSF
FOXA1,CYP24A1
FOXA1,CYP26B1
FOXA1,DAD1
FOXA1,DDT
FOXA1,DGAT1
FOXA1,DHCR24
FOXA1,DHRS13
FOXA1,DLGAP1-AS4
FOXA1,DPAGT1
FOXA1,ENO1
FOXA1,ENTPD2
FOXA1,EPB41L4A
FOXA1,FCGBP
FOXA1,FGFR1
FOXA1,FGR
FOXA1,FIBP
FOXA1,FIS1
FOXA1,FKBP5
FOXA1,FOXD1
FOXA1,FRMD3
FOXA1,GALNT3
FOXA1,GDF9
FOXA1,GPX2
FOXA1,GSG1
FOXA1,GTPBP6
FOXA1,GUCD1
FOXA1,HAS2
FOXA1,HES5
FOXA1,HINT2
FOXA1,HJURP
FOXA1,HLA-DMA
FOXA1,HMGCS1
FOXA1,HNRNPA0
FOXA1,HPX
FOXA1,HSD11B1
FOXA1,IFI27L2
FOXA1,IGFBP3
FOXA1,IGSF11
FOXA1,IMPDH1
FOXA1,INPP4B
FOXA1,INTS5
FOXA1,IQUB
FOXA1,IRF2BP1
FOXA1,JMJD4
FOXA1,KCNJ11
FOXA1,KIFC3
FOXA1,KLF9
FOXA1,KRT19
FOXA1,KRT4
FOXA1,KRT8
FOXA1,KTI12
FOXA1,LAMA5
FOXA1,LDHB
FOXA1,LEFTY1
FOXA1,LINC00111
FOXA1,LINC00598
FOXA1,LINC00705
FOXA1,LNX1-AS2
FOXA1,LOXL4
FOXA1,LPAR6
FOXA1,MAN2C1
FOXA1,MAP2K4P1
FOXA1,MAT1A
FOXA1,MCL1
FOXA1,MFGE8
FOXA1,MGAT1
FOXA1,MIR22HG
FOXA1,MST1L
FOXA1,MST1R
FOXA1,MTMR11
FOXA1,NDUFA2
FOXA1,NIPSNAP3B
FOXA1,NOL6
FOXA1,NPDC1
FOXA1,NPTX1
FOXA1,NR1D1
FOXA1,NR2F6
FOXA1,NUDT18
FOXA1,NUPR1
FOXA1,ORMDL3
FOXA1,OTOR
FOXA1,PAQR9
FOXA1,PASD1
FOXA1,PDK4
FOXA1,PHOSPHO1
FOXA1,PLEC
FOXA1,PLXND1
FOXA1,POLR2I
FOXA1,PRDX1
FOXA1,PRR15L
FOXA1,PSAP
FOXA1,PSAPL1
FOXA1,PSMC3IP
FOXA1,PTGR1
FOXA1,PTHLH
FOXA1,R3HDM4
FOXA1,RAB17
FOXA1,REEP4
FOXA1,RHOC
FOXA1,RIN1
FOXA1,RPL22
FOXA1,RPS16
FOXA1,RTN2
FOXA1,S100A2
FOXA1,S100A3
FOXA1,S100A6
FOXA1,SBK2
FOXA1,SCRT2
FOXA1,SDR16C5
FOXA1,SELPLG
FOXA1,SEMA5B
FOXA1,SERP2
FOXA1,SERTAD1
FOXA1,SF3B5
FOXA1,SHF
FOXA1,SHOX2
FOXA1,SKIDA1
FOXA1,SLA2
FOXA1,SLC16A14
FOXA1,SLC17A9
FOXA1,SLC1A5
FOXA1,SLC38A10
FOXA1,SLC40A1
FOXA1,SLC7A11
FOXA1,SLC7A5
FOXA1,SLIT3
FOXA1,SPATA41
FOXA1,SPON2
FOXA1,SPRY2
FOXA1,SRI
FOXA1,SRSF2
FOXA1,ST6GALNAC1
FOXA1,ST6GALNAC4
FOXA1,ST6GALNAC6
FOXA1,STAU2-AS1
FOXA1,SYBU
FOXA1,SYVN1
FOXA1,TBX4
FOXA1,TFF1
FOXA1,TFPI2
FOXA1,TIMM13
FOXA1,TJP3
FOXA1,TM4SF1
FOXA1,TMEM160
FOXA1,TNK2
FOXA1,TNKS1BP1
FOXA1,TNNT2
FOXA1,TP53I3
FOXA1,TUBB4A
FOXA1,TUSC1
FOXA1,UBC
FOXA1,VCAN-AS1
FOXA1,WNT16
FOXA1,WNT4
FOXA1,WT1
FOXA1,XKRX
FOXA1,ZNF219
FOXA1,ZNF649
FOXA1,ZNF688
FOXA1,ZNRF3-AS1
FOXA2,ACOT6
FOXA2,ACSS1
FOXA2,ACTB
FOXA2,ACTG1
FOXA2,ADAM8
FOXA2,ADAMTSL4-AS1
FOXA2,AGA
FOXA2,AGR2
FOXA2,AHCY
FOXA2,AHNAK
FOXA2,AJUBA
FOXA2,AKR1B1
FOXA2,AKR7L
FOXA2,AKT1S1
FOXA2,ALDH3A1
FOXA2,AMBP
FOXA2,ANAPC13
FOXA2,ANKRD22
FOXA2,AP4B1
FOXA2,APBB3
FOXA2,ARFIP2
FOXA2,ARHGDIB
FOXA2,ARHGEF19
FOXA2,ATP6V1G2
FOXA2,AURKAIP1
FOXA2,AURKB
FOXA2,BAAT
FOXA2,BATF
FOXA2,BCAP31
FOXA2,BMS1P1
FOXA2,BMS1P17
FOXA2,C16orf89
FOXA2,C1QTNF1-AS1
FOXA2,C1orf74
FOXA2,C6orf62
FOXA2,C7orf25
FOXA2,CA12
FOXA2,CALCOCO1
FOXA2,CASP9
FOXA2,CCK
FOXA2,CELF6
FOXA2,CHCHD2
FOXA2,CIB2
FOXA2,CITED2
FOXA2,CLDN7
FOXA2,CLPTM1L
FOXA2,CLU
FOXA2,CLUH
FOXA2,CNFN
FOXA2,COL1A1
FOXA2,COL5A2
FOXA2,COL7A1
FOXA2,COLCA1
FOXA2,CPS1
FOXA2,CRH
FOXA2,CRIP3
FOXA2,CSNK2A3
FOXA2,CSRP1
FOXA2,CTSD
FOXA2,CTSF
FOXA2,CYP24A1
FOXA2,CYP26B1
FOXA2,DBP
FOXA2,DCTPP1
FOXA2,DDT
FOXA2,DEDD2
FOXA2,DGAT1
FOXA2,DHCR24
FOXA2,DLGAP1-AS4
FOXA2,DLX1
FOXA2,DMPK
FOXA2,DNAAF3
FOXA2,DNAJC30
FOXA2,DOCK4
FOXA2,DPAGT1
FOXA2,DTYMK
FOXA2,DUS1L
FOXA2,DYRK1B
FOXA2,EFCAB6-AS1
FOXA2,ENO1
FOXA2,ENTPD2
FOXA2,EZR
FOXA2,FAU
FOXA2,FGFBP3
FOXA2,FGFR1
FOXA2,FIBP
FOXA2,FIS1
FOXA2,FOXD1
FOXA2,FOXJ1
FOXA2,FRMD3
FOXA2,FZD5
FOXA2,GABRR1
FOXA2,GALNT18
FOXA2,GALNT3
FOXA2,GBGT1
FOXA2,GCLC
FOXA2,GDF9
FOXA2,GPANK1
FOXA2,GPX2
FOXA2,GSG1
FOXA2,GSK3A
FOXA2,GSR
FOXA2,GSTA2
FOXA2,GTPBP6
FOXA2,GUCA1B
FOXA2,HES5
FOXA2,HJURP
FOXA2,HM13-AS1
FOXA2,HMGCS1
FOXA2,HNRNPL
FOXA2,HOTAIR
FOXA2,HPX
FOXA2,HR
FOXA2,HSD11B1
FOXA2,IFI27L2
FOXA2,IGFBP3
FOXA2,IGSF11
FOXA2,IGSF8
FOXA2,INPP4B
FOXA2,INTS5
FOXA2,IQUB
FOXA2,IRF2BP1
FOXA2,JMJD4
FOXA2,JUN
FOXA2,KCNJ11
FOXA2,KIAA0930
FOXA2,KIFC3
FOXA2,KLF9
FOXA2,KLHL35
FOXA2,KRT19
FOXA2,KRT4
FOXA2,KRT8
FOXA2,KRT81
FOXA2,KRTDAP
FOXA2,KTI12
FOXA2,LAD1
FOXA2,LAMA5
FOXA2,LAPTM4A
FOXA2,LDHB
FOXA2,LEFTY1
FOXA2,LINC00111
FOXA2,LINC00598
FOXA2,LINC00705
FOXA2,LNX1-AS2
FOXA2,LOXL4
FOXA2,LPAR6
FOXA2,LRRC59
FOXA2,LTB
FOXA2,LYST
FOXA2,MAN2C1
FOXA2,MCRS1
FOXA2,MFGE8
FOXA2,MKRN9P
FOXA2,MRPL16
FOXA2,MSMP
FOXA2,MST1L
FOXA2,MST1R
FOXA2,MTMR11
FOXA2,MUC1
FOXA2,NCL
FOXA2,NDST2
FOXA2,NDUFA4L2
FOXA2,NODAL
FOXA2,NOL6
FOXA2,NPDC1
FOXA2,NR1D1
FOXA2,NR2F6
FOXA2,NRARP
FOXA2,NSUN6
FOXA2,NUDT18
FOXA2,NUPR1
FOXA2,ORMDL3
FOXA2,PARS2
FOXA2,PCDH1
FOXA2,PDE6A
FOXA2,PDIA6
FOXA2,PFN1
FOXA2,PGAM2
FOXA2,PHOSPHO1
FOXA2,PIK3IP1
FOXA2,PLCXD3
FOXA2,PLEC
FOXA2,PLIN1
FOXA2,PLTP
FOXA2,PLXNB1
FOXA2,POLM
FOXA2,POLR2I
FOXA2,POLR2J
FOXA2,PPP1R3C
FOXA2,PRDX1
FOXA2,PRR15L
FOXA2,PRRT1
FOXA2,PSAP
FOXA2,PSAPL1
FOXA2,PSMC3IP
FOXA2,PTHLH
FOXA2,PYCARD
FOXA2,R3HDM4
FOXA2,RAB11B-AS1
FOXA2,RAB17
FOXA2,RABAC1
FOXA2,RABGGTA
FOXA2,REEP4
FOXA2,RGL2
FOXA2,RHOC
FOXA2,RORC
FOXA2,RPL8
FOXA2,RRBP1
FOXA2,RTN2
FOXA2,S100A10
FOXA2,S100A2
FOXA2,SAYSD1
FOXA2,SBK2
FOXA2,SCRT2
FOXA2,SDC4
FOXA2,SDR16C5
FOXA2,SEC61G
FOXA2,SERF1A
FOXA2,SERP2
FOXA2,SERTAD1
FOXA2,SERTAD3
FOXA2,SF3B5
FOXA2,SHF
FOXA2,SHOX2
FOXA2,SKIDA1
FOXA2,SLA2
FOXA2,SLC16A14
FOXA2,SLC17A9
FOXA2,SLC1A5
FOXA2,SLC25A5-AS1
FOXA2,SLC40A1
FOXA2,SLC45A4
FOXA2,SLC7A5
FOXA2,SNORA70B
FOXA2,SNORD3D
FOXA2,SOX21
FOXA2,SOX21-AS1
FOXA2,SPATA41
FOXA2,SPEF1
FOXA2,SPRY2
FOXA2,SRI
FOXA2,SRSF2
FOXA2,ST3GAL1
FOXA2,ST6GALNAC1
FOXA2,ST6GALNAC4
FOXA2,ST6GALNAC6
FOXA2,STAU2-AS1
FOXA2,SURF4
FOXA2,SYBU
FOXA2,TAC4
FOXA2,TAF10
FOXA2,TBX4
FOXA2,TEKT4
FOXA2,TFF1
FOXA2,THBD
FOXA2,TIMM13
FOXA2,TJP3
FOXA2,TM4SF1
FOXA2,TMC6
FOXA2,TMEM160
FOXA2,TMEM17
FOXA2,TMEM186
FOXA2,TMEM259
FOXA2,TNK2
FOXA2,TNKS1BP1
FOXA2,TNNT2
FOXA2,TOMM20L
FOXA2,TP53I3
FOXA2,TRIM29
FOXA2,TSR3
FOXA2,TUBB4A
FOXA2,TUBGCP6
FOXA2,TUSC1
FOXA2,UBC
FOXA2,UBXN11
FOXA2,UNC5C
FOXA2,VCAN-AS1
FOXA2,VPS28
FOXA2,WNT10B
FOXA2,WNT11
FOXA2,WNT16
FOXA2,WNT4
FOXA2,WNT7B
FOXA2,WT1
FOXA2,YIPF3
FOXA2,ZNF385A
FOXA2,ZNF579
FOXA2,ZNF649
FOXA2,ZNF688
FOXA2,ZSCAN18
FOXF2,AMBP
FOXF2,ARHGDIA
FOXF2,CLDN7
FOXF2,CPS1
FOXF2,CTSF
FOXF2,DHCR24
FOXF2,DLGAP1-AS4
FOXF2,EZR
FOXF2,HMGCS1
FOXF2,KLHL35
FOXF2,PIK3IP1
FOXF2,PRAF2
FOXF2,S100A2
FOXF2,SDR16C5
FOXF2,SLC25A6
FOXF2,SLC45A4
FOXF2,SPATA41
FOXF2,SRI
FOXF2,STAU2-AS1
FOXF2,SUMO3
FOXF2,TMEM185B
FOXM1,ACTB
FOXM1,HJURP
FOXM1,MKI67
FOXS1,AKT1S1
FOXS1,ARHGDIA
FOXS1,HOXB13
FOXS1,P4HB
FOXS1,POLR2I
FOXS1,PRAF2
FOXS1,RPS16
FOXS1,SLC45A4
FOXS1,SNORD3D
GABPA,ACTR1B
GABPA,AGA
GABPA,AGR2
GABPA,AKR1B1
GABPA,AKT1S1
GABPA,ALDH3A1
GABPA,AMBP
GABPA,AP4B1
GABPA,APBB3
GABPA,ARHGAP4
GABPA,ARHGDIA
GABPA,ARHGDIB
GABPA,ASB6
GABPA,B9D2
GABPA,BCAP31
GABPA,C1QTNF1-AS1
GABPA,C1orf216
GABPA,C7orf25
GABPA,CDK20
GABPA,CFL1
GABPA,CHCHD2
GABPA,CIB1
GABPA,CLU
GABPA,CLUH
GABPA,COL7A1
GABPA,CSRP1
GABPA,DDT
GABPA,DEDD2
GABPA,DGAT1
GABPA,DHCR24
GABPA,DLGAP1-AS4
GABPA,DNAAF3
GABPA,DNAJC19
GABPA,DOCK4
GABPA,DPAGT1
GABPA,DTYMK
GABPA,DVL1
GABPA,EEF2
GABPA,ENO1
GABPA,EOMES
GABPA,FAU
GABPA,FKBP5
GABPA,G6PD
GABPA,GABARAP
GABPA,GSG1
GABPA,GTPBP6
GABPA,HAUS7
GABPA,HEY1
GABPA,HJURP
GABPA,HM13-AS1
GABPA,HMGCS1
GABPA,HNRNPH1
GABPA,ICAM3
GABPA,INPP4B
GABPA,IRF2BP1
GABPA,ISOC2
GABPA,KIFC3
GABPA,KRT8
GABPA,LDHB
GABPA,LENG9
GABPA,LSM10
GABPA,MAN2C1
GABPA,MCAT
GABPA,MCIDAS
GABPA,MCRS1
GABPA,MIR22HG
GABPA,MLF2
GABPA,MTMR11
GABPA,NCL
GABPA,NDST2
GABPA,NEFL
GABPA,NOL6
GABPA,NR2F6
GABPA,NT5C
GABPA,NUDT8
GABPA,OSCAR
GABPA,OSR1
GABPA,PARS2
GABPA,PCDH9
GABPA,PDAP1
GABPA,PDIA4
GABPA,PDIA6
GABPA,PJA1
GABPA,PLCD1
GABPA,PLEC
GABPA,PLXNB2
GABPA,POLM
GABPA,POLR2I
GABPA,POLR2J
GABPA,POLRMT
GABPA,POP5
GABPA,PPP1R9B
GABPA,PSAP
GABPA,PSG8
GABPA,PSMC3IP
GABPA,PTRHD1
GABPA,RAB34
GABPA,RIN1
GABPA,ROBO3
GABPA,RRBP1
GABPA,S100A10
GABPA,SEC61G
GABPA,SF3B5
GABPA,SH3GLB2
GABPA,SHF
GABPA,SLC1A5
GABPA,SLC25A6
GABPA,SLC38A10
GABPA,SLC45A4
GABPA,ST3GAL1
GABPA,ST6GALNAC1
GABPA,STX10
GABPA,SURF4
GABPA,SYBU
GABPA,TAF6
GABPA,TBRG4
GABPA,TBX6
GABPA,TERC
GABPA,TM4SF1
GABPA,TNK2
GABPA,TUBA1B
GABPA,TUSC1
GABPA,TUSC2
GABPA,U2AF1L4
GABPA,UBC
GABPA,UBXN1
GABPA,USF1
GABPA,VPS28
GABPA,ZBTB17
GABPA,ZBTB3
GABPA,ZNF219
GABPA,ZNF436
GABPA,ZNF513
GABPA,ZNF814
GABPA,ZNF836
GATA3,ACAA2
GATA3,AGA
GATA3,AGR2
GATA3,AHNAK
GATA3,AKR1B1
GATA3,ALDH3A1
GATA3,AMBP
GATA3,ANAPC13
GATA3,AP4B1
GATA3,ARHGDIA
GATA3,ASB6
GATA3,AURKB
GATA3,B4GALNT1
GATA3,B9D2
GATA3,CA12
GATA3,CITED2
GATA3,CLDN7
GATA3,CLU
GATA3,CLUH
GATA3,COLCA1
GATA3,COX7A2
GATA3,CSRNP1
GATA3,CSRP1
GATA3,DAW1
GATA3,DHCR24
GATA3,DNAJC19
GATA3,ENO1
GATA3,FIZ1
GATA3,FKBP5
GATA3,GABARAP
GATA3,GPX2
GATA3,GSG1
GATA3,GSR
GATA3,HAS2
GATA3,HJURP
GATA3,HM13-AS1
GATA3,HMGCS1
GATA3,HNRNPH1
GATA3,HNRNPL
GATA3,IGFBP3
GATA3,IGSF11
GATA3,INPP4B
GATA3,JUN
GATA3,KIFC3
GATA3,KRT8
GATA3,LDHB
GATA3,LENG9
GATA3,LRRC59
GATA3,LSM7
GATA3,MAN2C1
GATA3,MED20
GATA3,MIR24-2
GATA3,MIR3193
GATA3,MTCH1
GATA3,NAMPT
GATA3,NOL6
GATA3,NQO1
GATA3,NR1D1
GATA3,NR2F6
GATA3,NSUN6
GATA3,PCDH9
GATA3,PLEC
GATA3,POLR2I
GATA3,POP5
GATA3,PPP1R9B
GATA3,PRDX1
GATA3,PRR7-AS1
GATA3,PSG8
GATA3,PSMC3IP
GATA3,PTGR1
GATA3,PTHLH
GATA3,RIN1
GATA3,RPS16
GATA3,S100A10
GATA3,S100A2
GATA3,S100A6
GATA3,SERTAD3
GATA3,SF3B5
GATA3,SHOX2
GATA3,SLC1A5
GATA3,SLC45A4
GATA3,SLC7A11
GATA3,SLC7A5
GATA3,SNORD99
GATA3,SPATA41
GATA3,SPRY2
GATA3,SRI
GATA3,ST6GALNAC6
GATA3,STAU2-AS1
GATA3,STRA6
GATA3,SYBU
GATA3,TERC
GATA3,TIMM13
GATA3,TINF2
GATA3,TLE3
GATA3,TM4SF1
GATA3,TNS4
GATA3,TSR3
GATA3,TUFM
GATA3,UBC
GATA3,VWA7
GATA3,ZNF385A
GATA3,ZNF599
GATA4,ADAM20
GATA4,AHCY
GATA4,AKR1B1
GATA4,AKT1S1
GATA4,APBB3
GATA4,ARHGDIA
GATA4,CDK20
GATA4,CFL1
GATA4,CKB
GATA4,COX6B2
GATA4,COX7A2
GATA4,CYBA
GATA4,DGAT1
GATA4,DLGAP1-AS4
GATA4,DMKN
GATA4,EEF2
GATA4,FAM83E
GATA4,FASN
GATA4,FCHSD1
GATA4,FLNB-AS1
GATA4,G6PD
GATA4,GABARAP
GATA4,GATA6-AS1
GATA4,GSK3A
GATA4,GTPBP6
GATA4,HAMP
GATA4,HM13-AS1
GATA4,HMGCS1
GATA4,HNRNPH1
GATA4,HNRNPL
GATA4,IRF2BP1
GATA4,KCND1
GATA4,KCNJ13
GATA4,KCTD14
GATA4,KIFC3
GATA4,KRT19
GATA4,KRT8
GATA4,LENG9
GATA4,LRRC59
GATA4,LYST
GATA4,MGAT1
GATA4,MIR24-2
GATA4,MLF2
GATA4,MSMP
GATA4,MZF1
GATA4,NCOA7-AS1
GATA4,NOL6
GATA4,NOP10
GATA4,NSMF
GATA4,NTF4
GATA4,OGDHL
GATA4,OSBPL7
GATA4,OSCAR
GATA4,OSR1
GATA4,PCGF1
GATA4,PCYT2
GATA4,POLR2I
GATA4,PRDX1
GATA4,PSMC3IP
GATA4,PTGR1
GATA4,RILP
GATA4,RPL22
GATA4,RPS16
GATA4,RTN2
GATA4,SAYSD1
GATA4,SDC1
GATA4,SDC4
GATA4,SERTAD1
GATA4,SERTAD3
GATA4,SHOX2
GATA4,SLC14A1
GATA4,SLC1A5
GATA4,SLC22A17
GATA4,SLC26A6
GATA4,SLC35A2
GATA4,SLC38A10
GATA4,SLFNL1
GATA4,SNORA37
GATA4,SNORD3D
GATA4,SNORD99
GATA4,SOX17
GATA4,ST6GALNAC1
GATA4,TBRG4
GATA4,TINF2
GATA4,TLE3
GATA4,TM4SF1
GATA4,TMEM129
GATA4,TMEM160
GATA4,TNFRSF1A
GATA4,TNK2
GATA4,TNKS1BP1
GATA4,TP53I3
GATA4,TUSC2
GATA4,USF1
GATA4,VPS28
GATA4,VWA7
GATA4,XBP1
GATA4,ZFP36L2
GATA4,ZNF219
GATA4,ZNF768
HDAC2,AHCY
HDAC2,ASPM
HDAC2,DIO3OS
HDAC2,EOMES
HDAC2,IRF2BP1
HDAC2,NEFL
HDAC2,NUDT8
HDAC2,SLC38A10
HES2,ALDH3A1
HES2,C1QTNF1-AS1
HES2,C3
HES2,CITED2
HES2,CLDN7
HES2,CPS1
HES2,CYP24A1
HES2,DHCR24
HES2,ENO1
HES2,FKBP5
HES2,GBGT1
HES2,GSG1
HES2,GSR
HES2,HM13-AS1
HES2,HMGCS1
HES2,HNRNPH1
HES2,INPP4B
HES2,KLF9
HES2,KRT8
HES2,MFGE8
HES2,MIR3193
HES2,MTMR11
HES2,PFN1
HES2,PLEC
HES2,SLC40A1
HES2,SLC45A4
HES2,SLC7A11
HES2,SNORA70B
HES2,SPATA41
HES2,SRI
HES2,ST6GALNAC1
HES2,STAU2-AS1
HES2,SYBU
HES2,TM4SF1
HES2,TNKS1BP1
HES2,UBC
HES2,XBP1
HES2,ZNF688
HEYL,ARHGDIA
HEYL,ENO1
HEYL,OPLAH
HEYL,P4HB
HEYL,POLR2I
HEYL,STK25
HEYL,UBC
HIF1A,ACOT6
HIF1A,AKT1S1
HIF1A,ASB6
HIF1A,B9D2
HIF1A,DBP
HIF1A,DDT
HIF1A,EGFR-AS1
HIF1A,ENO1
HIF1A,FASTK
HIF1A,FOXD1
HIF1A,GTPBP6
HIF1A,KIFC3
HIF1A,LONP1
HIF1A,LRRC59
HIF1A,MBOAT4
HIF1A,MEA1
HIF1A,MTMR11
HIF1A,NAMPT
HIF1A,NR1D1
HIF1A,NUDT18
HIF1A,P4HB
HIF1A,PLD6
HIF1A,PPP1CA
HIF1A,PPP1R3C
HIF1A,PTGES
HIF1A,RABGGTA
HIF1A,S100A10
HIF1A,SNORD3D
HIF1A,SRI
HIF1A,STC2
HMGA2,ACTG1
HMGA2,DYRK1B
HMGA2,GTPBP6
HMGA2,HM13-AS1
HMGA2,KRT8
HMGA2,MIR24-2
HMGA2,PRAF2
HMGA2,RPS16
HMGA2,SERTAD3
HMGA2,SLC25A5-AS1
HMGA2,SNORD3D
HMGA2,SYVN1
HMGA2,TERC
HMGA2,TMEM185B
HMGA2,TUBA1B
HMGXB4,ASB6
HMGXB4,GTPBP6
HMGXB4,JUN
HMGXB4,LRRC59
HMGXB4,MAN2C1
HMGXB4,MIR24-2
HMGXB4,NT5C
HMGXB4,NUDT8
HMGXB4,P4HB
HMGXB4,POLR2I
HMGXB4,RABGGTA
HMGXB4,ROBO3
HMGXB4,SNORD3D
HMGXB4,STK25
HMGXB4,ZNF768
HOXA7,ACTG1
HOXA7,ARHGDIA
HOXA7,CYP24A1
HOXA7,FAM83E
HOXA7,G6PD
HOXA7,GABARAP
HOXA7,GTPBP6
HOXA7,HES7
HOXA7,HM13-AS1
HOXA7,KRT8
HOXA7,LENG9
HOXA7,MAN2C1
HOXA7,MIR24-2
HOXA7,P4HB
HOXA7,POLR2I
HOXA7,RPS16
HOXA7,SERTAD3
HOXA7,SPEF1
HOXA7,STK25
HOXA7,TERC
HOXA7,TFPT
HOXA7,TUBA1B
HOXA7,UBC
HOXA7,VPS28
HOXB13,ALDH3A1
HOXB13,ARHGDIA
HOXB13,C1orf74
HOXB13,DNM1P35
HOXB13,EZR
HOXB13,HM13-AS1
HOXB13,MED20
HOXB13,NHLRC1
